sentence,verb_lemma,verb_token_idx,on_sense,wn_synsets,vn_class,situation,match_path,source_file,sentence_idx,situation_count,needs_review
or are they at a different level if your employees come out and say I ca n't feed my kids /.,feed,17,1,feed.v.01;feed.v.02;feed.v.11,feeding-39.7,Feeding,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bc/cnn/00/cnn_0001.sense,148,1,False
Aid agencies struggled to sustain the displaced population through the winter.,sustain,,,,,Feeding,,synthetic,,,
Hunger strikers in the prison were force-fed by the guards.,force-feed,,,,,Feeding,,synthetic,,,
The volunteer spoon-fed pureed vegetables to the bedridden man.,spoon-feed,,,,,Feeding,,synthetic,,,
She nursed her infant for nearly two years.,nurse,,,,,Feeding,,synthetic,,,
"At the age of 16, after years of being passed from pillar to post, Hsia joined the army - where at least he knew that he 'd get fed.",feed,30,1,feed.v.01;feed.v.02;feed.v.11,feeding-39.7,Feeding,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/mz/sinorama/10/ectb_1048.sense,16,1,False
They are grateful because we are feeding and helping to train these people to take over the responsibility for their government /.,feed,6,1,feed.v.01;feed.v.02;feed.v.11,feeding-39.7,Feeding,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bc/msnbc/00/msnbc_0003.sense,566,1,False
The mother cat nursed her kittens in the corner of the barn.,nurse,,,,,Feeding,,synthetic,,,
She breast-fed her son for the first six months.,breast-feed,,,,,Feeding,,synthetic,,,
He spoon-fed broth to his sick grandmother.,spoon-feed,,,,,Feeding,,synthetic,,,
The orphaned cub was suckled by a surrogate mother.,suckle,,,,,Feeding,,synthetic,,,
Park rangers warn visitors not to feed the bears.,feed,,,,,Feeding,,synthetic,,,
Many mothers breast-feed their babies in public without hesitation.,breast-feed,,,,,Feeding,,synthetic,,,
He watched as his wife breast-fed their newborn.,breast-feed,,,,,Feeding,,synthetic,,,
Geese were once force-fed to produce foie gras on the farm.,force-feed,,,,,Feeding,,synthetic,,,
Activists protested the practice of force-feeding ducks.,force-feed,,,,,Feeding,,synthetic,,,
He bottle-fed his daughter while his wife recovered from surgery.,bottle-feed,,,,,Feeding,,synthetic,,,
"So, all I can do is to feed her and make sure that she is not cold. """,feed,8,1,feed.v.01;feed.v.02;feed.v.11,feeding-39.7,Feeding,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bc/phoenix/00/phoenix_0003.sense,85,1,False
Hospital staff nursed the premature twins with great care.,nurse,,,,,Feeding,,synthetic,,,
"Some businesses -- like Disneyland -- claim that even if they became isolated in a crisis, they would be able to feed and care for their people for as long as five days.",feed,22,1,feed.v.01;feed.v.02;feed.v.11,feeding-39.7,Feeding,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/16/wsj_1691.sense,8,1,False
