sentence,verb_lemma,verb_token_idx,on_sense,wn_synsets,vn_class,situation,match_path,source_file,sentence_idx,situation_count,needs_review
Yugoslavia 's parliament today appointed a new government backing reformist President Vojislav Kostunica.,appoint,4,1,appoint.v.01;appoint.v.02,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bn/cnn/00/cnn_0094.sense,1,1,False
"Constitutionally barred from serving a third term as Serbian President, he clung to power by having the federal parliament elect him President of Yugoslavia.",elect,20,1,elect.v.01,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bn/cnn/01/cnn_0129.sense,7,1,False
"With Taiwanese and mainland authorities at political loggerheads, the school 's promoters had to jump through hoops every step of the way in seeking to hire teachers from Taiwan, use Taiwanese teaching materials, and appoint a Taiwanese person to the post of principal.",appoint,37,1,appoint.v.01;appoint.v.02,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/mz/sinorama/10/ectb_1010.sense,39,1,False
"It either says a lot about the"" getting elected in this country or both, but Jay Leno has become a campaign stop in this country.",elect,9,1,elect.v.01,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bn/mnb/00/mnb_0008.sense,0,1,False
"Sidney Yates was first elected to the U.S. house in 1948, when Harry Truman was President and for more than 4 decades he trounced every challenger to face him in congressional election.",elect,4,1,elect.v.01,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bn/pri/00/pri_0009.sense,3,1,False
"Some 23 million Colombians are registered to vote Sunday to elect governors, mayors and other local officials in the South American nation, but the election is taking place in the midst of a rising wave of assassinations, kidnappings and threats against the candidates by leftist guerillas and right - wing paramilitary groups.",elect,10,1,elect.v.01,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bn/voa/00/voa_0063.sense,2,1,False
"Curiously, he compares the Orange Workers to the ANC, which his father outlawed in 1960.",outlaw,14,1,outlaw.v.01,orphan-29.7,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/17/wsj_1760.sense,67,1,False
"He regarded his achievements as "" surpassing those of the Three Kings and Five Emperors of old, "" and appointed himself "" the first true emperor, "" or Qin Shi Huang.",appoint,20,1,appoint.v.01;appoint.v.02,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/mz/sinorama/10/ectb_1047.sense,30,1,False
"President Bush must appoint two other members, one a Democrat and one a Republican.",appoint,3,1,appoint.v.01;appoint.v.02,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/12/wsj_1299.sense,4,1,False
One essential indicator that they are is that members of minority groups get elected to public office with reasonable frequency.,elect,13,1,elect.v.01,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/11/wsj_1137.sense,7,1,False
"Turkey 's legislature elected Prime Minister Ozal as the country 's first civilian president since 1960, opening the way for a change of government under a new premier he will select.",elect,3,1,elect.v.01,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/03/wsj_0347.sense,18,1,False
"In September, 1982, at the 12th National Congress of the Chinese Communist Party, he was elected to be a member of the Central Committee.",elect,18,1,elect.v.01,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/xinhua/02/chtb_0208.sense,13,1,False
"He appointed them as, right, appointed them as defense minister or foreign minister.",appoint,7,1,appoint.v.01;appoint.v.02,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bc/cctv/00/cctv_0002.sense,337,1,False
"If you 're elected President, how do you prepare yourself for the next four years of Jay 's monologue.",elect,3,1,elect.v.01,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bn/mnb/00/mnb_0008.sense,20,1,False
Republicans won fifty - two seats uh electing Newt Gingrich Speaker of the House /.,elect,7,1,elect.v.01,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bc/msnbc/00/msnbc_0005.sense,550,1,False
They do n't want him appointing /-,appoint,5,1,appoint.v.01;appoint.v.02,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bc/msnbc/00/msnbc_0004.sense,525,1,False
Bush campaigns today in this tough battleground state alongside the popular retired general Colin Powell and again hints strongly Powell will be a member of his cabinet if elected.,elect,28,1,elect.v.01,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bn/nbc/00/nbc_0016.sense,35,1,False
"David Tagg, formerly in charge of gambling operations, was appointed chief executive for retailing and property.",appoint,11,1,appoint.v.01;appoint.v.02,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/14/wsj_1494.sense,4,1,False
Senator Brownbeck you said that Bush picked the best person he could find when he nominated Harriet Myers /.,nominate,15,1,nominate.v.01;nominate.v.02;nominate.v.03;nominate.v.04,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bc/cnn/00/cnn_0004.sense,54,1,False
"Elected to Congress as a ""Watergate baby"" in 1974, he ran for governor three years later.",elect,0,1,elect.v.01,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/16/wsj_1615.sense,59,1,False
"It gives them a sense of what they have felt for too long now, that politics is just name - callers, increased partisanship, special prosecutors, reliance on lawyers and things that do n't affect the ordinary person, that all that has now mushroomed into something called the Presidency of the United States and how we elect a President.",elect,60,1,elect.v.01,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bn/mnb/00/mnb_0015.sense,15,1,False
"Gore holds a degree from the university, and is one of about 500 people nominated for the job.",nominate,15,1,nominate.v.01;nominate.v.02;nominate.v.03;nominate.v.04,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bn/cnn/01/cnn_0149.sense,1,1,False
"In December of 1990, Slobodan Milosevic is elected President in Serbia 's first free elections in 50 years.",elect,8,1,elect.v.01,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bn/cnn/01/cnn_0129.sense,2,1,False
"In short, their goal is the seat of power, to which they want to appoint their caliph someday.",appoint,16,1,appoint.v.01;appoint.v.02,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/wb/p2.5_a2e/00/p2.5_a2e_0020.sense,8,1,False
"James Robinson, 57 years old, was elected president and chief executive officer of this maker of magnetic recording heads for disk drives.",elect,8,1,elect.v.01,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/23/wsj_2371.sense,0,1,False
"While all this is going on, the Republican leaders of Florida 's legislature begin a special session Friday, to appoint the state 's 25 electors, a move designed to ensure that George W Bush is guaranteed enough electoral votes to win the White House.",appoint,21,1,appoint.v.01;appoint.v.02,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bn/voa/01/voa_0148.sense,8,1,False
"It is estimated that by the Spring Festival of 2007, Beijing could recruit up to 5000 drug - control volunteers.",recruit,13,1,recruit.v.01;recruit.v.02,orphan-29.7,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/p2.5_c2e/00/p2.5_c2e_0073.sense,10,1,False
"Mr. Conway, 42 years old, was elected chairman, president and chief executive of Manhattan Life Insurance Co. and president and chief executive of Manhattan National Life Insurance Co.",elect,8,1,elect.v.01,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/15/wsj_1537.sense,2,1,False
They do n't want him appointing /-,appoint,5,1,appoint.v.01;appoint.v.02,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bc/msnbc/00/msnbc_0004.sense,523,1,False
"Meanwhile, security forces also arrested 36 supporters of the outlawed Muslim Brotherhood after election - related violence erupted in two Nile Delta towns of Abulkabir and Sandup.",outlaw,10,1,outlaw.v.01,orphan-29.7,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bn/voa/00/voa_0075.sense,6,1,False
"Until now, BNL 's top managers and its directors have been appointed by a Treasury decree.",appoint,12,1,appoint.v.01;appoint.v.02,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/16/wsj_1607.sense,1,1,False
"For instance, in exchange for the assembly agreeing to give up its authority to elect the president, the body was given power of approval over personnel appointments to the Judicial Yuan, Examination Yuan, and Control Yuan.",elect,15,1,elect.v.01,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/mz/sinorama/10/ectb_1023.sense,25,1,False
"Article II places on the president the duty to nominate, ""and by and with the Advice and Consent of the Senate"" appoint, ambassadors, judges, and other officers of the U.S..",nominate,9,1,nominate.v.01;nominate.v.02;nominate.v.03;nominate.v.04,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/01/wsj_0112.sense,16,1,False
"For instance, the top decision - making body of BBC is called the board of directors which are composed of twelve members directly appointed by the Queen.",appoint,24,1,appoint.v.01;appoint.v.02,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bc/cctv/00/cctv_0004.sense,232,1,False
But it uh but does n't -- well let me ask you this about the nature of the appointment because he can only be appointed through uh the beginning of the next session of Congress which is in early oh seven it 's really only a year and a few months /.,appoint,24,1,appoint.v.01;appoint.v.02,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bc/msnbc/00/msnbc_0003.sense,13,1,False
"Under these circumstances, Taiwanese universities, which actively recruited abroad, were a natural choice for many Macau students.",recruit,9,1,recruit.v.01;recruit.v.02,orphan-29.7,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/mz/sinorama/10/ectb_1001.sense,50,1,False
"In line with these revisions, the voting public will no longer directly elect NA delegates.",elect,13,1,elect.v.01,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/mz/sinorama/10/ectb_1023.sense,16,1,False
"Political parties become liable for the records of their candidates and face fines of NT$ 500,000 to NT$ 5 million if they nominate candidates who have prior convictions for electoral fraud or election violence.",nominate,22,1,nominate.v.01;nominate.v.02;nominate.v.03;nominate.v.04,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/mz/sinorama/10/ectb_1046.sense,13,1,False
"A quadrennial commission appointed by Health and Human Services Secretary Louis Sullivan is taking a broad look at the economics of Medicare for the elderly, Medicaid for the poor and the health system in general.",appoint,3,1,appoint.v.01;appoint.v.02,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/03/wsj_0314.sense,30,1,False
"If she is nominated by President Bush and confirmed by the Senate, Dr. Novello would succeed C. Everett Koop, who rattled liberals and conservatives alike with his outspoken views on a range of health issues.",nominate,3,1,nominate.v.01;nominate.v.02;nominate.v.03;nominate.v.04,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/22/wsj_2226.sense,1,1,False
"More than 70,000 people filled a soccer stadium on the outskirts of the black township of Soweto and welcomed freed leaders of the outlawed African National Congress.",outlaw,23,1,outlaw.v.01,orphan-29.7,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/05/wsj_0587.sense,1,1,False
The Bush administration would also like to nominate a woman; one possibility is former Justice Department official Victoria Toensing.,nominate,7,1,nominate.v.01;nominate.v.02;nominate.v.03;nominate.v.04,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/16/wsj_1682.sense,35,1,False
"Elected to Congress in 1978, the 48 - year - old Mr. Courter is part of a generation of young conservatives who were once very much in the lead of the rightward shift under Mr. Reagan.",elect,0,1,elect.v.01,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/16/wsj_1615.sense,43,1,False
David Gergen on this program Bill Clinton said that often judges disappoint the presidents who appoint them because it 's the first time in their life they have a job where they 're not appealed and they also see things differently /.,appoint,15,1,appoint.v.01;appoint.v.02,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bc/cnn/00/cnn_0004.sense,98,1,False
"David W. Lodge was elected vice president and chief financial officer, effective Nov. 1.",elect,4,1,elect.v.01,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/12/wsj_1229.sense,0,1,False
"Khamenei called on Iranian voters to go to the ballot boxes in great numbers and with "" great determination and enthusiasm "" to elect members of the municipal councils and the council of experts to "" prove to the world Iran 's honorable position in this new revolutionary challenge "".",elect,23,1,elect.v.01,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/p2.5_a2e/00/p2.5_a2e_0035.sense,4,1,False
We tend to nominate a frontrunner /.,nominate,3,1,nominate.v.01;nominate.v.02;nominate.v.03;nominate.v.04,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bc/msnbc/00/msnbc_0004.sense,500,1,False
"Yet Section 605 of the appropriations bill for the executive office provides: ""No part of any appropriation for the current fiscal year contained in this or any other Act shall be paid to any person for the filling of any position for which he or she has been nominated after the Senate has voted not to approve the nomination of said person.""",nominate,50,1,nominate.v.01;nominate.v.02;nominate.v.03;nominate.v.04,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/01/wsj_0112.sense,18,1,False
"On March 16, 2005, Japan 's Shimane Prefecture assembly voted to pass a measure bill concerning Takeshima Day and officially designated February 22 as Takeshima Day.",designate,22,1,designate.v.01;designate.v.03,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bc/cctv/00/cctv_0002.sense,256,1,False
"A. Donald Anderson, a 59 - year - old Los Angeles investor who says the stock market 's ""fluctuations and gyrations give me the heebie - jeebies,"" does n't see much point in outlawing program trading.",outlaw,37,1,outlaw.v.01,orphan-29.7,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/01/wsj_0121.sense,15,1,False
Paswan hopes to make a one - time price reduction on the 354 essential drugs designated by the WHO ( including in them some hypertension drugs and antibiotics ) first through negotiations and then connect future increase of drug prices with inflation.,designate,15,2,designate.v.02;designate.v.04;designate.v.05,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/p2.5_c2e/00/p2.5_c2e_0069.sense,2,1,False
"The money was designated, said Soong, to take care of the descendants of former president Chiang Ching - kuo, and for "" party tasks "" specially designated by the chairman.",designate,3,2,designate.v.02;designate.v.04;designate.v.05,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/mz/sinorama/10/ectb_1004.sense,33,1,False
"So far, New York, New Jersey, Nebraska, Georgia, Michigan and Minnesota have outlawed Mr. Maynard 's device, citing health concerns.",outlaw,17,1,outlaw.v.01,orphan-29.7,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/18/wsj_1830.sense,44,1,False
"On Tuesday it approved Senator Bob Dole 's proposed commemorative resolution designating April 24, 1990, as the ""National Day of Remembrance of the 75th Anniversary of the Armenian Genocide of 1915 - 1923,"" suffered at the hands of the warring Ottoman Empire.",designate,11,1,designate.v.01;designate.v.03,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/18/wsj_1846.sense,5,1,False
The Muslims in their early history did not designate a day to lay work aside.,designate,8,2,designate.v.02;designate.v.04;designate.v.05,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/wb/p2.5_a2e/00/p2.5_a2e_0030.sense,0,1,False
He again urged passage of a constitutional amendment outlawing abortion.,outlaw,8,1,outlaw.v.01,orphan-29.7,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/10/wsj_1094.sense,45,1,False
"Therefore, an organization in Chicago has designated the last week of April in every year as "" TV Turnoff Week, "" urging Americans not to watch or watch less TV during this week.",designate,7,1,designate.v.01;designate.v.03,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/p2.5_c2e/00/p2.5_c2e_0054.sense,9,1,False
The party recruited candidates in every district.,recruit,2,,,,Cause_Participation,synthetic,,,,False
Scouts recruited players from college teams.,recruit,1,,,,Cause_Participation,synthetic,,,,False
Authorities outlawed fireworks in the city.,outlaw,1,,,,Cause_Participation,synthetic,,,,False
