sentence,verb_lemma,verb_token_idx,on_sense,wn_synsets,vn_class,situation,match_path,source_file,sentence_idx,situation_count,needs_review
"He seeks damages from the company 's 15 directors on grounds that they either ""participated in or condoned the illegal acts... or utterly failed to carry out their duties as directors.""",participate,15,1,participate.v.01;participate.v.02,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/06/wsj_0617.sense,54,1,False
"Tudengcaiwang, the current Commissioner of the Naqu District Administrative Bureau who had participated before in the development and build - up of the "" no - man district "" in those years and Jia Ming, the vice-secretary of the Regional Committee, led the leaders from various counties to travel a distance of over 800 kilometers by car to visit herdsmen families in 7 villages.",participate,13,1,participate.v.01;participate.v.02,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/xinhua/01/chtb_0193.sense,8,1,False
"If Soong wins, it would be logical for these people to leave the NP and join forces with other Soong backers, thereby gutting the New Party.",join,16,3,join.v.03,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/mz/sinorama/10/ectb_1014.sense,132,1,False
"When Fidel Castro and his rebels stormed Havana, they were joined by an intrepid American photographer who spoke little Spanish.",join,11,3,join.v.03,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bn/cnn/01/cnn_0175.sense,2,1,False
The House appears reluctant to join the senators.,join,5,3,join.v.03,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/23/wsj_2372.sense,21,1,False
"As part of his Barnstorm for Reform tour, he is joined by Republican governors from Connecticut, South Dakota, and Montana.",join,11,3,join.v.03,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bn/cnn/00/cnn_0062.sense,1,1,False
Mr. Sukle says he would n't dream of participating himself:,participate,8,1,participate.v.01;participate.v.02,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/06/wsj_0633.sense,59,1,False
Few of the veterans who participated in the Hundred Regiments Offensive are still alive.,participate,5,1,participate.v.01;participate.v.02,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bc/cctv/00/cctv_0001.sense,167,1,False
More than 50 veterans of the New Fourth Army participated in the symposium with leaders and comrades from the Nanjing Military District and Jiangsu province.,participate,9,1,participate.v.01;participate.v.02,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/xinhua/01/chtb_0190.sense,7,1,False
"And in following up on the situation in Lebanon, we are joined by our correspondent there, Mohammed Gharib.",join,12,4,join.v.03,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bc/p2.5_a2e/00/p2.5_a2e_0009.sense,0,1,False
"The Intelligence Committee 's ranking Republican, Senator William Cohen, joined with Senator George Mitchell to write a best seller about Iran - Contra, deploring ""Men of Zeal.""",join,11,3,join.v.03,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/13/wsj_1307.sense,24,1,False
"We 're joined by our guest -- where is our guest, by the way? who is in Kathmandu.",join,2,4,join.v.03,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bn/cnn/03/cnn_0371.sense,19,1,False
Palestinian leader Yasser Arafat and former Israeli Prime Minister Shimone Peres joined the talks.,join,11,3,join.v.03,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bn/voa/02/voa_0235.sense,1,1,False
"Also, as part of the events, Taiwan 's Crescent Moon Dance Troupe, made up of handicapped persons, was the only foreign troupe invited by the Australian government to participate in the Paralympic Arts Festival.",participate,32,1,participate.v.01;participate.v.02,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/mz/sinorama/10/ectb_1040.sense,5,1,False
Cuban President Fidel Castro and former U.S. President Jimmy Carter joined thousands of mourners for the state funeral of former Canadian Prime Minister Pierre Trudeau.,join,10,3,join.v.03,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bn/cnn/00/cnn_0004.sense,1,1,False
You 'll join us /.,join,2,4,join.v.03,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bc/msnbc/00/msnbc_0002.sense,113,1,False
"Coming up, the mother of the fourteen year old who had sex with teacher Debra Lafave joins us for her first live interview /.",join,17,4,join.v.03,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bc/msnbc/00/msnbc_0002.sense,284,1,False
Welcome you two to the studio to participate in our program.,participate,7,1,participate.v.01;participate.v.02,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bc/cctv/00/cctv_0002.sense,32,1,False
"Joining us live from Jeddah is Doctor Zuhair Al - Harithy, the writer and researcher on political issues.",join,0,4,join.v.03,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bc/p2.5_a2e/00/p2.5_a2e_0001.sense,0,1,False
Join us for the final installment of our series Manhunt Sex Offenders on the Loose /.,join,0,3,join.v.03,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bc/msnbc/00/msnbc_0000.sense,493,1,False
Her mother joins us along with Erin Runnion whose five year old girl was raped and murdered by a convicted sex offender /.,join,2,4,join.v.03,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bc/msnbc/00/msnbc_0000.sense,376,1,False
"Mingxia Fu, who won the championship for our country at the World Championship and the Olympic Games, and the competitor from Hebei, Bin Chi, who won the championship at the World Cup will participate in the competition.",participate,37,1,participate.v.01;participate.v.02,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/xinhua/03/chtb_0324.sense,14,1,False
"In his book, Fareed Zakar Ericks A joins us now to talk about democracy and Iraq 's future.",join,8,4,join.v.03,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bn/cnn/02/cnn_0281.sense,1,1,False
But first as we begin the fourth year of the war in Iraq we are joined by the Secretary of State /.,join,15,4,join.v.03,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bc/msnbc/00/msnbc_0005.sense,5,1,False
"Joining us on the phone is the mayor of Jackson, Tennessee, Charles Farmer.",join,0,4,join.v.03,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bn/cnn/03/cnn_0331.sense,18,1,False
"Studying at Chienkuo High in 1949, he was arrested on false charges of having participated in the April 6 Incident.",participate,15,1,participate.v.01;participate.v.02,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/mz/sinorama/10/ectb_1060.sense,29,1,False
He told the FBI he participated in the attack under direction of terrorist leader Osama Bin Laden.,participate,5,1,participate.v.01;participate.v.02,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bn/abc/00/abc_0069.sense,8,1,False
"In addition to the Hua - Hsia Association, groups representing Korea, the Philippines, Malaysia and other Asian countries participated.",participate,21,1,participate.v.01;participate.v.02,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/mz/sinorama/10/ectb_1058.sense,7,1,False
"Through humanitarian care, economic cooperation, cultural exchanges and various other ways, we will actively participate in international affairs, expand Taiwan 's room for survival in the international arena, and contribute to the welfare of the international community.",participate,17,1,participate.v.01;participate.v.02,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/mz/sinorama/10/ectb_1026.sense,107,1,False
Also joining us Alan Dershowitz professor of law at Harvard the author of a great many books including The Case for Peace How the Arab Israeli Conflict can be Resolved /.,join,1,4,join.v.03,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bc/cnn/00/cnn_0002.sense,597,1,False
Thanks for taking the time to join us.,join,6,4,join.v.03,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bn/cnn/02/cnn_0226.sense,3,1,False
"Joining me here in Kuwait City a journalist who knows first hand the dangers of covering war, our chief international correspondent, Christian A Manpower.",join,0,4,join.v.03,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bn/cnn/02/cnn_0276.sense,21,1,False
"Well, joining us now, the chairman of the Securities and Exchange Commission, William Donaldson.",join,2,4,join.v.03,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bn/cnn/03/cnn_0349.sense,0,1,False
"The event was fiercely opposed by the Presbyterian church and other groups in Taiwan, but it clearly earned points with foreigners who participated enthusiastically and saw it as an embrace of tolerance and diversity.",participate,23,1,participate.v.01;participate.v.02,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/mz/sinorama/10/ectb_1036.sense,107,1,False
Joining me now NBC News legal analyst former prosecutor Susan Filan and attorney and Celebrity Justice executive producer Harvey Levin criminal defense attorney Daniel Horowitz /.,join,0,3,join.v.03,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bc/msnbc/00/msnbc_0000.sense,277,1,False
"Reporter Hepu Li learned from the external liaison department of the organizing committee of the Sixth Far East and South Pacific Region Handicapped Sports Meet: up till tonight, delegations from 31 countries and regions participating in the sports meet this time have already arrived in Beijing and moved into the athlete 's village.",participate,36,1,participate.v.01;participate.v.02,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/xinhua/03/chtb_0323.sense,1,1,False
"Wang Chun, Wang Chunqing participated in the first colloquium.",participate,5,1,participate.v.01;participate.v.02,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bc/phoenix/00/phoenix_0002.sense,80,1,False
He joined us in our studios here in Boston.,join,1,4,join.v.03,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bn/pri/00/pri_0021.sense,27,1,False
"Lockheed Aeronautical Systems Co., a unit of Lockheed Corp., said it agreed to join with Aermacchi S.p. A. of Varese, Italy, to propose a new generation of jet trainers for the U.S. Air Force.",join,15,3,join.v.03,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/24/wsj_2426.sense,0,1,False
"Just imagine, 80 % of our village, that is 120 women joined in.",join,13,3,join.v.03,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bc/phoenix/00/phoenix_0001.sense,172,1,False
Melanie Joyceon joins us from Dallas.,join,2,4,join.v.03,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bn/cnn/03/cnn_0363.sense,6,1,False
We realize that many of the people joining us here tonight for this broadcast are doing so to try to get more information.,join,7,4,join.v.03,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bn/mnb/00/mnb_0015.sense,0,1,False
Joining me now on the phone is Linda Sharp Monica 's mother /.,join,0,4,join.v.03,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bc/msnbc/00/msnbc_0001.sense,236,1,False
and when we do that and they participate in a peaceful way I think Iraq will really start moving in a positive direction /.,participate,7,1,participate.v.01;participate.v.02,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bc/cnn/00/cnn_0005.sense,168,1,False
"When local people see teachers and doctors coming out to collect trash, they feel encouraged to join in, "" says Chen Chin - chao, a dentist who chairs the Linpien Natural History Conservation Association.",join,17,3,join.v.03,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/mz/sinorama/10/ectb_1059.sense,48,1,False
"US President Bush and Russian President Putin participating in the 13th Informal APEC Leaders ' Meeting in Pusan, South Korea, met briefly today before the meeting began.",participate,7,1,participate.v.01;participate.v.02,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bc/cctv/00/cctv_0002.sense,5,1,False
"Careful inspection of the markings on the figures reveals that about 90 "" master craftsmen "" participated in the making of the terracotta warriors, each supported by a team of ten or more assistants.",participate,16,1,participate.v.01;participate.v.02,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/mz/sinorama/10/ectb_1047.sense,44,1,False
Secretary of State Madeleine Albright is joining peace talks between Israel and the Palestinians.,join,6,3,join.v.03,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bn/cnn/01/cnn_0153.sense,0,1,False
"From the Zhengtai road, from, um, Zhengding to, um, Shijiazhuang, to Taiyuan, more than 400,000 civilians participated in destroying roads.",participate,23,1,participate.v.01;participate.v.02,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bc/cctv/00/cctv_0001.sense,135,1,False
Neither woman was invited by CBS News to participate in a round - table discussion about Mr. Hoffman that is to follow the re-enactment.,participate,8,1,participate.v.01;participate.v.02,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/06/wsj_0633.sense,85,1,False
"Mighty Taipei, however, is joined in this task by Peipu 's TCAC, which is among the few organizations that have provided continuous assistance ever since the quake.",join,6,3,join.v.03,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/mz/sinorama/10/ectb_1017.sense,15,1,False
"The Times joins the Washington Post newspaper, which earlier gave its backing to Mr. Gore.",join,2,3,join.v.03,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bn/voa/00/voa_0070.sense,7,1,False
"Tele - Communications, the U.S. 's largest cable company, said it may seek other cable partners to join in its investment.",join,19,3,join.v.03,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/11/wsj_1190.sense,4,1,False
"Also mentioned as a contender was TBWA Advertising, but the company denied it was participating.",participate,15,1,participate.v.01;participate.v.02,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/14/wsj_1447.sense,5,1,False
Also participating in the issue was Servifilm Spain Cinematografica S.A.,participate,1,1,participate.v.01;participate.v.02,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/10/wsj_1018.sense,2,1,False
"National also participates in the Northwest frequent - flier program along with four other airlines, including Delta and USAir Group Inc. 's USAir unit.",participate,2,1,participate.v.01;participate.v.02,cooperate-73.1,Collective,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/23/wsj_2394.sense,9,1,False
