sentence,verb_lemma,verb_token_idx,on_sense,wn_synsets,vn_class,situation,match_path,source_file,sentence_idx,situation_count,needs_review
"Comrades attending the symposium deeply expressed condolences and cherished the brave revolutionary martyrs that sacrificed themselves in the Southern Anhui Incident, passionately sang praises for the New Fourth Army for the great achievements made in the liberation of the race and the creation of a new China, practically and realistically reflected on the experience and lessons from the Southern Anhui Incident, denouncing the crimes of the creator of this tragedy.",attend,1,1,attend.v.01,attend-107.4,Membership,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/xinhua/01/chtb_0190.sense,4,1,False
"Under such circumstances, these self - proclaimed, so - called elites, graduates of China 's "" famous "" universities ( Note, I mean China 's, there are n't many of those braggarts attending the famous US universities in which their departments are the top ten ), instead of thinking about how to get united, are getting themselves disabled first.",attend,37,1,attend.v.01,attend-107.4,Membership,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/wb/c2e/00/c2e_0034.sense,9,1,False
Queen Elizabeth and Prime Minister Tony Blair attended as did relatives to those who died and emergency workers who responded to the terrorist attacks /.,attend,7,1,attend.v.01,attend-107.4,Membership,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bc/cnn/00/cnn_0000.sense,483,1,False
"He attended university in Lisbon, received his master 's degree in Germany, and went on to study landscaping in Sweden.",attend,1,1,attend.v.01,attend-107.4,Membership,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/mz/sinorama/10/ectb_1002.sense,17,1,False
"Today, Brown separately attended the signing of a 20 - year joint investment agreement between a world famous power plant equipment manufacturer -- the US 's Westinghouse Company and the Shanghai Electric Group; and the signing of a joint investment agreement between the US 's General Electric Capital Company and the Shanghai Electricity Company to jointly invest in and establish a combustible engine electric power generation company.",attend,4,1,attend.v.01,attend-107.4,Membership,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/xinhua/02/chtb_0299.sense,5,1,False
"Therefore when Professor Peng invited me to attend, I agreed to join the delegation as an advisor to the league.",attend,7,1,attend.v.01,attend-107.4,Membership,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/mz/sinorama/10/ectb_1032.sense,15,1,False
"Huaqing Liu, vice president of the Military Commission of the CCP, Wannian Zhang, Military Commission member, Yongbo Yu, Quanyou Fu and leaders of the three headquarters of the PLA and the Central Office of the Military Commission attended the meeting.",attend,42,1,attend.v.01,attend-107.4,Membership,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/xinhua/02/chtb_0290.sense,7,1,False
"Everyone who has attended can clearly remember the unique flavors and ingredients used by the Beijing Association, and is full of praise.",attend,3,1,attend.v.01,attend-107.4,Membership,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/wb/c2e/00/c2e_0038.sense,10,1,False
They all attended a meeting in April 1987 questioning why a federal audit of Lincoln S&L had dragged on for two years.,attend,2,1,attend.v.01,attend-107.4,Membership,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/13/wsj_1366.sense,27,1,False
Well not only is that false and President Clinton has said so but everybody at the meeting who attended the meeting not including Louis Freeh says it 's false /.,attend,18,1,attend.v.01,attend-107.4,Membership,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bc/cnn/00/cnn_0008.sense,266,1,False
More than 200 domestic and foreign reporters attended the news conference today.,attend,7,1,attend.v.01,attend-107.4,Membership,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/xinhua/03/chtb_0317.sense,7,1,False
"Judge Merhige is overseeing the bankruptcy - law reorganization of A.H. Robins Co., the company that manufactured the shield.",oversee,3,1,oversee.v.01,supervision-95.2.2,Membership,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/10/wsj_1065.sense,41,1,False
"Built into the statute are so - called design immunities, which are likely to protect government agencies, according to Mr. Ruvolo and Richard Covert, a lawyer with the California Department of Transportation, which oversees the damaged Bay Bridge.",oversee,37,1,oversee.v.01,supervision-95.2.2,Membership,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/16/wsj_1688.sense,27,1,False
Typical is one office of the Ministry of International Trade and Industry 's Machinery and Information Industries Bureau -- the main bureaucracy overseeing the computer industry.,oversee,22,1,oversee.v.01,supervision-95.2.2,Membership,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/04/wsj_0445.sense,21,1,False
I expect she would govern Qatar --,govern,4,1,govern.v.01;govern.v.03,supervision-95.2.2,Membership,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/wb/a2e/00/a2e_0021.sense,47,1,False
He again urged passage of a constitutional amendment outlawing abortion.,outlaw,8,1,outlaw.v.01,orphan-29.7,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/10/wsj_1094.sense,45,1,False
"Meanwhile, security forces also arrested 36 supporters of the outlawed Muslim Brotherhood after election - related violence erupted in two Nile Delta towns of Abulkabir and Sandup.",outlaw,10,1,outlaw.v.01,orphan-29.7,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bn/voa/00/voa_0075.sense,6,1,False
"A. Donald Anderson, a 59 - year - old Los Angeles investor who says the stock market 's ""fluctuations and gyrations give me the heebie - jeebies,"" does n't see much point in outlawing program trading.",outlaw,37,1,outlaw.v.01,orphan-29.7,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/01/wsj_0121.sense,15,1,False
"President Bush must appoint two other members, one a Democrat and one a Republican.",appoint,3,1,appoint.v.01;appoint.v.02,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/12/wsj_1299.sense,4,1,False
"While all this is going on, the Republican leaders of Florida 's legislature begin a special session Friday, to appoint the state 's 25 electors, a move designed to ensure that George W Bush is guaranteed enough electoral votes to win the White House.",appoint,21,1,appoint.v.01;appoint.v.02,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bn/voa/01/voa_0148.sense,8,1,False
They do n't want him appointing /-,appoint,5,1,appoint.v.01;appoint.v.02,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bc/msnbc/00/msnbc_0004.sense,525,1,False
"Ashcroft lost to the first dead man ever elected to the Senate, former Governor Mel Carnahan, who perished in a plane crash and whose wife will be appointed to his seat.",appoint,29,1,appoint.v.01;appoint.v.02,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bn/nbc/00/nbc_0024.sense,11,1,False
"If she is nominated by President Bush and confirmed by the Senate, Dr. Novello would succeed C. Everett Koop, who rattled liberals and conservatives alike with his outspoken views on a range of health issues.",nominate,3,1,nominate.v.01;nominate.v.02;nominate.v.03;nominate.v.04,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/22/wsj_2226.sense,1,1,False
"Political parties become liable for the records of their candidates and face fines of NT$ 500,000 to NT$ 5 million if they nominate candidates who have prior convictions for electoral fraud or election violence.",nominate,22,1,nominate.v.01;nominate.v.02;nominate.v.03;nominate.v.04,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/mz/sinorama/10/ectb_1046.sense,13,1,False
"Manhattan National Corp. said Michael A. Conway, president and chief executive officer, was elected chief executive of the holding company 's two principal insurance subsidiaries.",elect,15,1,elect.v.01,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/15/wsj_1537.sense,0,1,False
"Elected to Congress in 1978, the 48 - year - old Mr. Courter is part of a generation of young conservatives who were once very much in the lead of the rightward shift under Mr. Reagan.",elect,0,1,elect.v.01,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/16/wsj_1615.sense,43,1,False
One essential indicator that they are is that members of minority groups get elected to public office with reasonable frequency.,elect,13,1,elect.v.01,appoint-29.1,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/11/wsj_1137.sense,7,1,False
"When American saxophonist David Murray recorded his acclaimed afrocentric jazz album, Fo Juke Review in Dakar, he recruited Amidu Berry and DJ Awadi from PBS to show what an edge West African music can really have.",recruit,19,1,recruit.v.01;recruit.v.02,orphan-29.7,Cause Participation,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bn/pri/00/pri_0049.sense,15,1,False
"According to the agreement, restrictions on those seeking association membership and sub-committee posts will be relaxed, but the rules will be tightened for those running for the posts of director or general secretary, excluding or removing from office anyone who is in default for more than a year on loans from these and other such financial organizations.",remove,38,1,remove.v.01;remove.v.02;remove.v.03;remove.v.04;remove.v.05;remove.v.06;remove.v.08,banish-10.2,Cause Membership,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/mz/sinorama/10/ectb_1046.sense,18,2,True
The criminals were put away.,put,,,,,Cause Membership,,ontonotes,,,
"They 'll probably let us hire who we want as long as we agree to refer to the person as a director or something like that. """,hire,5,1,hire.v.01;hire.v.02;hire.v.03,hire-13.5.3,Cause Membership,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/mz/sinorama/10/ectb_1010.sense,50,3,True
"In return, the couple translated for the Americans, and eventually the Washington National Guard 's 1st Battalion 303rd Armored Regiment hired Balqes as an interpreter, at $ 15 per day.",hire,22,1,hire.v.01;hire.v.02;hire.v.03,hire-13.5.3,Cause Membership,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/wb/eng/00/eng_0015.sense,43,3,True
and maybe that 's what people saw and hired me for you know cause I was really just going to keep pushing until I got free of all of the things that were bothering me /.,hire,8,1,hire.v.01;hire.v.02;hire.v.03,hire-13.5.3,Cause Membership,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bc/cnn/00/cnn_0003.sense,83,3,True
Some of the top people of The New York Times were hired from The Wall Street Journal /.,hire,11,1,hire.v.01;hire.v.02;hire.v.03,hire-13.5.3,Cause Membership,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bc/msnbc/00/msnbc_0006.sense,709,3,True
"If you want to see how, you could start with Taipei 's Mass Rapid Transit ( MRT ) system, which is the world 's most expensive at NT$ 440 billion; the Kuandu Nature Reserve, for which Japanese experts were hired to perform wetlands restoration to the tune of NT$ 14 billion; the West Gate District reconstruction carried out in conjunction with the building of the MRT there, which came to more than NT$ 10 billion; the Mucha Zoo, which has consumed NT$ 30 billion since it was built in the 1970s; or the building of the Taipei Financial Center, which will stand 101 stories high, serve as an Asian landmark, and cost the city as much as NT$ 10 billion.",hire,43,1,hire.v.01;hire.v.02;hire.v.03,hire-13.5.3,Cause Membership,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/mz/sinorama/10/ectb_1036.sense,41,3,True
"But separate reports from Joshua Weiner and Denise Spence of the Brookings Institution and Korbin Liu of the Urban Institute find that ""a surprisingly small proportion"" -- only about 10 % -- of residents start out as private payers but ""spend down"" to Medicaid levels in a single nursing home stay before they die or are discharged.",discharge,60,2,discharge.v.03;discharge.v.10,banish-10.2,Cause Membership,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/05/wsj_0595.sense,16,1,False
"If you listen to the from 's men it sounds like the battle is about to begin, maybe only days from now.",sound,9,sound-v 1,sound.v.01;sound.v.03,,Participation,pos_fill,bn/cnn/02/cnn_0246.sense,3,,False
"While various kinds of stores are crowded with people, the main shopping and auction websites have also ushered in a large number of visitors for online inquiries and shopping, with hit rates, traffic volume, and sales at these websites dramatically increased because of this.",usher,18,usher-v 2,usher.v.01,NM,Participation,pos_fill,wb/p2.5_c2e/00/p2.5_c2e_0009.sense,1,,False
He supports raising social security taxes /.,support,1,support-v 2,support.v.01;support.v.02;support.v.03;support.v.06;support.v.08;support.v.09;support.v.10,admire-31.2;help-72,Participation,pos_fill,bc/msnbc/00/msnbc_0004.sense,33,,False
"His son was on one of the ships that escorted a carrier, although this came home by itself from Hawaii.",escort,9,escort-v 1,escort.v.01;escort.v.02,accompany-51.7;captain-29.8-1,Participation,pos_fill,bn/cnn/03/cnn_0330.sense,33,,False
"For individuality of seal - carving style, Wang ranks only behind the likes of Wu Chang - shuo and Qi Baishi",rank,9,rank-v 1,rank.v.01;rank.v.02;rank.v.03,characterize-29.2;masquerade-29.6,Participation,pos_fill,mz/sinorama/10/ectb_1063.sense,51,,False
"Kyra Phillips, we appreciate you bringing it to us today.",appreciate,4,appreciate-v 2,appreciate.v.01;appreciate.v.03,admire-31.2,Participation,pos_fill,bn/cnn/03/cnn_0314.sense,22,,False
"Joan Chen, who plays two characters and actually shaved her head for the film, seduced audiences with her performances, appearing naked in several scenes.",seduce,16,1,seduce.v.01;seduce.v.02,lure-59.3,Induction,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/mz/sinorama/10/ectb_1077.sense,99,1,False
"The book is filled with marvelous descriptions of the gorges through which he walks, the mountains that he climbs, indeed the book is called Soul Mountain, the mountain on which he hopes in some way or another to get in touch with his soul, his individual soul, as opposed to that mass kind of soul being enforced upon him by the Communist Chinese authorities, the social realism that the cadres would have him write in.",enforce,61,1,enforce.v.01;enforce.v.02,enforce-63,Enforcement,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bn/pri/00/pri_0079.sense,18,1,False
I discussed evolution with Gould to prove he was wrong about it.,discuss,,,,,Joint Statement,,framenet,,,
"Modern males not only are competing over looks, they also are competing over dressing themselves up and making themselves over.",compete,5,1,compete.v.01,battle-36.4,Reciprocal,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/mz/sinorama/10/ectb_1018.sense,4,1,False
"Yemen 's President has repeatedly said an internal explosion rocked the ""USS Cole,"" but tomorrow U.S. officials expect him to announce that he has changed his mind, and tomorrow, the search for bodies will resume.",say,5,1,say.v.01;say.v.02;say.v.09;say.v.08;say.v.05;say.v.10,say-37.7,Statement,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bn/abc/00/abc_0010.sense,17,1,False
"Patients who receive canine or feline visitors are found to have lower blood pressure and improved appetite and be more receptive to therapy, says Mary Ann O'Loughlin, program coordinator.",say,24,1,say.v.01;say.v.02;say.v.09;say.v.08;say.v.05;say.v.10,say-37.7,Statement,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/01/wsj_0120.sense,31,1,False
but I thought ah Rehnquist said it best when somebody asked him recently and said it 's for me to know and you to find out /.,say,14,1,say.v.01;say.v.02;say.v.09;say.v.08;say.v.05;say.v.10,say-37.7,Statement,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bc/cnn/00/cnn_0007.sense,270,1,False
"when the guy ( the owner, it turned out ) arrived to open the gas station, he took one look at our cow pie with wheels and said ""what the fook?""",say,29,1,say.v.01;say.v.02;say.v.09;say.v.08;say.v.05;say.v.10,say-37.7,Statement,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/wb/eng/00/eng_0017.sense,179,1,False
"He was speaking in front of invitees to his office at 10 Downing Street in London and said, "" The immigrant 's right to live within a multicultural society is always balanced by his duty to integrate, to be part of Britain, to be Asian British, black British, or white British. """,say,17,1,say.v.01;say.v.02;say.v.09;say.v.08;say.v.05;say.v.10,say-37.7,Statement,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/p2.5_a2e/00/p2.5_a2e_0034.sense,1,1,False
The judge inquires what is meant by a Ghet.,inquire,2,1,inquire.v.01;inquire.v.02,inquire-37.1.2,Communicate,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/wb/sel/64/sel_6459.sense,0,1,False
She asked him for advice.,ask,,,,,Request,,"Kalm 2022, p. 198ff",,,
"In a minute we 'll ask Linda what happened to bring it to a head, how she turned a corner /.",ask,5,1,ask.v.01;ask.v.03;ask.v.05,inquire-37.1.2,Communicate,VN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bc/cnn/00/cnn_0003.sense,210,1,False
"Many analysts expect Mr. Andersson, who owns 1.7 % of the company, to be named Trelleborg 's new chairman when Ernst Herslow steps down next year.",own,7,1,own.v.01,own-100.1,Possession,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/15/wsj_1515.sense,26,1,False
"SHV, of the Netherlands, which last year merged its North Sea oil and gas operations with those of Calor Group PLC and which owns 40 % of Calor, was identified as a possible suitor for Burmah.",own,25,1,own.v.01,own-100.1,Possession,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/14/wsj_1475.sense,2,1,False
"The trust, which owns 80 % of Manville 's stock on a fully diluted basis, is a separate legal entity that is settling claims with asbestos victims.",own,4,1,own.v.01,own-100.1,Possession,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/13/wsj_1328.sense,4,1,False
So either the user must own all directories below the jail including the jail or others need read permissions to the same directories?!,own,5,1,own.v.01,own-100.1,Possession,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/wb/sel/12/sel_1209.sense,0,1,False
"I own "" James C Cracked is God!!! "":",own,1,1,own.v.01,own-100.1,Possession,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/wb/sel/12/sel_1210.sense,0,1,False
"According to his official biography, he bought his first bison in 1976.",buy,,,,,Buying,,ontonotes,,,
He reacted to the situation as a coward.,react,,,,,Response,,"Kalm 2022, p. 205ff",,,
"To assure the livelihood of the local Atayal aborigines of Chilan, when the cypress national park is set up consideration will have to be given to how to balance the need to protect the forests with the demand for sustainable tourism.",protect,33,1,protect.v.01,defend-72.3,Protection,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/mz/sinorama/10/ectb_1070.sense,106,2,True
"Israel has launched a new effort to prove the Palestine Liberation Organization continues to practice terrorism, and thus to persuade the U.S. to break off talks with the group.",persuade,20,1,persuade.v.01;persuade.v.02,compel-59.1,Induction,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/11/wsj_1101.sense,0,1,False
"The subject of the movie ""Lean on Me,"" Mr. Clark controlled his school with a bullhorn and a baseball bat.",control,13,1,control.v.01;control.v.02;control.v.03;control.v.04;control.v.08,enforce-63,Enforcement,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/nw/wsj/13/wsj_1315.sense,8,1,False
She says there is an acknowledgment from those officials that there are not enough ground troops in place and particularly in Baghdad to control what our Nic Robertson is saying is a stage of anarchy in some parts of Iraq.,control,23,1,control.v.01;control.v.02;control.v.03;control.v.04;control.v.08,enforce-63,Enforcement,WN,../../Linguistic data/ontonotes-release-5.0/data/files/data/english/annotations/bn/cnn/02/cnn_0281.sense,8,1,False
I gossiped with the rest of the choir for a little while.,gossip,,,,,Joint Statement,,framenet,,,
They hit each other.,hit,,,,,Reciprocal,,"Kalm 2022, p. 219ff",,,
